amount_scaled,time_scaled,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
1.172221058,0.397561062,-5.961457252,5.31338186,-6.674320456,6.028974991,-1.387559928,0.670638452,-4.128987489,-4.76589379,-1.005259171,0.45350506,4.431736337,-5.142736603,-1.181692066,-8.755449133,1.004355688,-2.065025612,-3.26143516,0.12522332,0.936966155,-1.116580921,5.556642391,-1.501807658,1.355172444,0.141093214,0.077913411,0.47398834,0.28712879,1.468653419,1
-0.296793125,-0.436412552,1.176715759,0.557090903,-0.490799623,0.756424293,0.249191559,-0.781870547,0.228750322,-0.040840079,-0.432110564,-0.585778431,2.281939376,0.654566719,-0.310379432,-1.043705225,0.513750399,0.399177755,1.143130078,0.256013886,-0.511210088,-0.102771805,-0.062166,-0.12816813,-0.04017599,0.110040347,0.437891432,0.368808854,-0.018287348,0.031173403,1
3.422343324,-0.314700596,0.882320408,-1.651069928,0.67169834,-0.260635966,-1.614110375,0.063170235,-0.797049923,0.027307298,0.162338998,0.266761405,-1.308337735,-0.479775787,0.04763232,-0.861372992,-0.592501741,0.936069031,0.511937452,-1.297585173,1.035732136,0.580307919,0.120950504,-0.062904026,-0.284223935,-0.101433057,0.355990513,-0.238261224,0.003783225,0.064355217,0
2.080346538,0.789729673,-0.024481781,0.601014603,-0.101441948,-0.673936969,0.27836742,-0.709313532,2.160349163,-0.775577406,-0.317002314,-0.436442492,-0.725820288,0.62616517,1.40798245,-0.302697649,-0.588009611,-0.299697413,-0.605598546,-0.871081325,0.013415558,-0.003614723,-0.130161554,-0.049070655,0.068819051,-0.039701202,-0.285948691,0.370466151,-0.234526537,-0.24474213,0
6.047928457,-0.285940859,-3.975216475,0.581573271,-1.880372107,4.31924128,-3.02432976,1.240792771,-1.909558926,0.660717557,-2.752610565,-3.550385399,4.838964187,-6.040235379,-0.374460484,-6.221945359,0.958758444,-5.073642635,-10.44100867,-3.755524601,0.606452965,-0.656511434,0.578984296,1.39731082,1.04532195,-0.303999869,0.005294959,0.235435244,0.962014797,-0.673557393,1
3.025920492,-0.362398524,-0.840265081,0.376823417,1.162669115,-1.328360568,-1.886955575,-0.091769104,0.896176147,-0.055105223,-1.637848083,0.360545794,1.590850217,0.066497255,0.405181572,-0.111320322,-0.103054539,1.375206174,0.049687368,-1.014170857,0.977194672,-0.043390928,0.008494269,0.000924718,0.082274983,0.527245908,-0.283524485,-0.596158377,-0.340410234,-0.320834018,0
-0.29343953,0.013768959,-3.365264919,2.928541107,-5.660999199,3.891159928,-1.84037511,-1.800887204,-5.558679353,2.402321683,-2.848922721,-5.995676127,4.221304108,-6.119667353,0.023013571,-8.149321784,-0.301351931,-5.375282893,-9.315001385,-2.487562569,2.355918912,0.576379465,0.875260063,-0.102501391,-0.606282749,-0.743164794,0.096318936,-0.135060497,1.23869473,0.099823756,1
6.535457277,-0.206087947,-1.82429506,0.403326527,-1.994122006,2.756558164,-3.139064326,0.408185015,-1.209045119,1.095634354,-1.447224892,-3.951002892,2.560700202,-3.411982911,-0.78166962,-4.732767535,-0.433973655,-3.306088412,-4.231021875,-0.75080977,2.690808342,1.503688305,0.838760421,0.341727096,0.947506491,-0.145493002,0.049325773,0.831065452,0.332421304,0.252712729,1
2.086494795,-0.217824458,-0.468148435,-0.314668514,1.635497644,-0.02791146,-1.034219933,0.483165458,0.263888709,0.276097668,0.45477533,-0.578136521,0.314241949,0.388466869,-0.81042807,-0.234119806,-0.830682958,-0.130180885,0.025854563,0.39496083,1.617572361,0.384378249,0.042438398,0.025453632,0.446491675,0.051787702,-1.01464761,0.888526895,0.092489133,0.186206321,0
0.522601831,0.811922133,2.013916025,-1.471657079,0.068407705,-0.619307486,-1.445786133,0.498047133,-1.610404058,0.240174186,0.993913311,0.459653621,-1.447730547,-0.148927615,0.32483946,-1.256769077,-0.942347076,0.9242503,0.451448652,-1.299030388,0.807476423,0.08748109,0.157898526,0.627030709,0.204358139,0.55737849,-0.325504805,-0.213549341,0.050899463,-0.022891947,0
-0.296653392,0.733984187,2.14939661,0.245976248,-2.091994144,0.018155487,0.620870594,-1.720676283,0.90600284,-0.693016183,0.00359489,-0.017108423,-0.517468868,0.948925197,1.311653209,0.529712429,0.228854147,-0.669097805,-0.383471708,-0.673392651,0.151128591,-0.157507367,0.152670126,0.666995898,-0.074208202,-0.013028367,0.506464651,0.243155347,-0.07653395,-0.077797894,0
-0.236288689,-0.311035139,-0.443793957,1.27139529,1.206177863,0.790371244,0.418935335,-0.848375715,0.917690595,-0.235511405,-0.285692136,-0.867899742,0.61497712,-0.657947691,-0.948412032,-1.635144524,1.263203163,0.068532887,1.325794102,0.376383481,-1.096196454,-0.067205036,0.119278777,0.51347945,-0.264243409,0.443311288,0.029516392,-0.335141049,-0.188814985,-0.123391459,1
-0.254453993,-0.792678485,1.189784357,0.942289402,0.082334145,3.024049706,0.412406009,-0.214414558,0.053557839,-0.110353351,0.883797757,-0.554223901,0.154921009,-2.776756575,1.641206626,-0.456076957,-1.240414392,0.857322736,1.707024466,0.526349196,-0.86510461,-0.143434645,-0.502635558,-1.047397528,-0.056752024,-0.340688405,0.541235201,-0.098300287,-0.00304112,0.04981902,1
1.858310627,-0.085586062,0.690056749,-0.156414306,0.711735187,2.391031948,0.266182295,1.685380778,-0.209707405,0.532760735,-0.610656812,0.396273973,0.442088123,0.278754523,-0.061880939,0.351335664,1.809515953,-0.32298926,0.498584927,-2.228818635,-2.599593158,0.019616254,-0.001201493,-0.276902998,0.151619432,-1.003244853,-0.195118623,-0.145867437,0.048088923,0.044891798,0
-0.000978132,-0.234307264,1.166791624,0.219383132,0.237422914,1.088771405,-0.152828441,-0.505107566,0.12481119,-0.066528854,0.064164704,-0.02034975,-0.269803518,-0.032360338,-0.596154962,0.53634249,1.236985967,-0.214370845,-0.114002349,-0.526531763,-0.730977059,-0.176927293,0.059151994,0.184650461,-0.077960254,0.071613458,0.588780012,-0.298664597,0.023134166,0.018776232,0
-0.186683435,0.146019103,-17.97626605,12.86498856,-19.57506619,11.34511982,-13.9986456,-0.354899961,-23.78346988,-4.872353406,-8.504284794,-16.60119697,5.569258175,-13.93224875,-0.204854827,-7.581023247,-1.01361239,-9.014813281,-16.09203206,-6.050147663,1.661029359,2.41992113,-4.300431866,2.86577186,1.489302015,0.386039289,-0.232391836,0.413826703,-3.255980906,-0.538963227,1
-0.307412841,0.946251718,2.180149105,0.218731917,-2.637725657,0.34877607,1.063545756,-1.249196884,0.942020611,-0.547651574,-0.087822543,0.280152124,-1.157883168,-0.232245683,-0.540678059,0.892305729,-0.16058537,-0.67402485,-0.216149318,-0.504201069,0.133142499,-0.250652795,0.234501713,0.825237408,-0.176956597,0.563779297,0.730183414,0.707493759,-0.131066459,-0.090428146,0
0.31859149,0.051598351,-0.190156821,1.129052015,-0.081789359,1.827074476,0.836793163,0.055796768,1.079361924,-0.227649891,-1.020709344,0.659927974,0.363821465,0.048762941,-0.682241249,0.843038273,0.132152283,-1.529116479,0.472449165,0.518682618,2.975964439,0.032249199,0.179464076,0.723788316,-0.406203292,-0.430430052,-0.077151429,-0.09949089,-0.009341435,0.141234622,0
1.089778523,-0.698950881,-15.9036352,10.39391714,-19.13360246,6.185968835,-12.53802092,-4.027030447,-13.8978266,10.66225178,-2.844953985,-9.668788912,7.394419411,-11.63563005,1.423276925,-8.6404591,-0.674719539,-7.695568788,-13.68413959,-4.777406039,1.268342773,1.501565411,1.577548225,-1.280137123,-0.601294527,0.040403921,0.995501971,-0.273742712,1.688135896,0.5278308,1
-0.29343953,-0.896204138,-1.813280485,4.917850711,-5.926129694,5.701500431,1.204392572,-3.035137548,-1.713402063,0.561257391,-3.796354252,-7.454840651,7.388055123,-10.47522865,-0.379314527,-11.73672912,-2.086988952,-2.442353983,-3.535523512,0.130360307,-2.071450488,0.576656033,0.615641835,-0.406427275,-0.737018076,-0.279641772,1.106766374,0.323885478,0.894766672,0.5695186,1
1.089778523,-0.698563188,-16.59866474,10.5417508,-19.81898181,6.017294647,-13.02590105,-4.128779003,-14.11886485,11.161144,-4.099551431,-9.222825507,6.329364676,-8.952190712,-0.138363691,-9.825054421,0.057223592,-7.541687424,-14.25959859,-5.035051524,1.43226793,1.534919821,1.725852827,-1.151605776,-0.680051902,0.108175915,1.066878341,-0.233720431,1.707520552,0.511423169,1
-0.182351708,-0.717137184,-0.841665841,1.254109507,1.484159835,1.445982942,0.118240468,0.415452878,0.077589758,0.547012226,0.313069853,-0.792008455,1.94796963,-1.319816823,1.858157762,1.917188503,-1.260104348,-0.944187901,1.283612139,0.08702448,0.8673739,-0.083541426,-0.05760161,0.14383271,-0.190226748,-0.003609382,0.105281368,-0.246995887,-0.001365817,0.01897057,0
18.34695731,0.569696542,-1.212681701,-2.48482353,-6.397185815,3.670562448,-0.863375061,-1.855854731,1.01773158,-0.544703775,-1.70337805,-3.739659479,1.738124014,-2.844449336,0.765863961,-4.799737135,-0.011335412,-2.693168082,-3.166955158,-1.06780012,-0.559132202,2.908373946,1.396872063,0.092072872,-1.492882499,-0.204227396,0.532510949,-0.293871104,0.21266306,0.431094708,1
1.047998323,0.108412928,-12.38104821,8.213022153,-16.96252965,7.116090598,-9.772826359,-3.666835648,-16.14736337,2.078705953,-4.250656834,-16.74604411,7.425800963,-15.5648376,-0.42633842,-14.02953767,-1.68188923,-11.13376098,-15.83358888,-5.748532938,2.271081507,0.5377949,0.167703335,1.503413334,-0.767755382,0.371951476,-1.415639479,-0.51702216,-0.434620523,0.292721057,1
-0.276252358,0.719404598,-2.024218709,2.644939268,-2.956448426,-1.484243054,0.579217709,-0.682179717,0.158794482,1.481268088,-0.916179102,-0.329074604,-0.265376544,1.63179186,1.374701431,1.646875557,-0.981068069,0.119308968,-0.367984284,0.287753001,0.310216967,0.007997031,0.331751481,0.842480561,-0.090544892,-0.134100159,0.078846075,0.113820623,0.218276484,0.179260744,0
2.100468106,-0.505715528,-3.240186587,2.97812179,-4.162313937,3.869124379,-3.645256455,-0.126270561,-4.744729737,-0.065331044,-2.168366095,-4.758304075,3.471097846,-6.533106769,-0.98346867,-6.073989003,1.125406709,-7.718042405,-9.855927437,-5.193907893,2.042697688,-0.224043463,2.601441029,0.231910116,-0.036489849,0.042639645,-0.438330346,-0.12582108,0.421299802,0.003145876,1
1.42527772,-0.604964814,-1.592605657,-0.723104851,1.10836261,0.230393439,1.57505574,-0.313042519,0.248273152,0.321676829,-0.566499861,-0.442998863,0.442828095,-0.008936448,-0.961439198,0.631747374,0.009801671,0.449465409,-0.893581218,0.498513105,-0.859878086,0.350501772,0.370412049,0.425428061,0.199192469,-0.709231267,0.136944441,-0.420394084,0.034661881,0.143793356,0
-0.29343953,-0.838461448,-5.454361779,8.287420555,-12.75281127,8.594341893,-3.106002281,-3.179948757,-9.252793938,4.24506221,-6.329800846,-13.13669837,11.22847028,-17.13130095,-0.169401057,-18.04999769,-1.366235661,-9.723565309,-14.74490246,-5.247301106,-0.574675144,1.305861915,1.846164793,-0.267171794,-0.31080397,-1.201685458,1.352176095,0.608424596,1.574714784,0.808725205,1
-0.29343953,0.036149391,-3.424647102,2.991898657,-1.598444962,-3.061077769,-0.19960022,-0.432949548,-0.533932987,-0.190774875,0.622783059,0.256805026,0.014342727,1.193170182,-0.070662753,0.919416274,-1.170542342,0.884474339,-0.655661726,-0.100407044,-0.549405867,0.083217402,1.210919064,-1.479158233,0.294636978,0.142644235,0.384375928,0.396969901,0.53509575,0.351066268,0
-0.29343953,-0.740492722,-18.01856119,10.55860019,-24.66774125,11.78618036,-10.56465657,-2.645681199,-18.02346767,2.693655403,-6.219463628,-12.74476079,9.318137685,-13.37785743,1.021923868,-12.78434589,-0.451145843,-7.551364931,-11.32599687,-4.701252777,0.516317073,1.007703205,-2.319479462,0.908838783,1.352903707,-1.059222338,0.185750942,0.687037384,2.078080584,-1.429517023,1
-0.121567805,-0.276295539,-0.778285937,0.505272232,1.104660446,0.488751983,1.351239631,1.709955222,0.446394021,0.340785959,-0.486434471,0.234410243,1.808404172,0.308618141,-0.887911062,0.512325372,1.580235529,-1.351505936,0.5637793,-1.173782902,-0.664043074,-0.217664916,0.246469505,1.032448998,0.033822466,-1.354093976,-0.591859664,-0.24543569,-0.160100768,-0.090788576,0
0.197303151,0.582819347,-0.811080567,0.91984897,1.04997254,-0.484143649,-0.33294462,0.086882309,0.039607441,0.591738616,-0.035317485,-0.743031189,0.300975046,1.092693432,0.79313384,0.14590724,-0.220080687,0.267618353,-0.683358847,1.078404821,0.46328855,0.092221396,0.400242464,1.27551862,-0.280406567,-0.280821293,0.07310094,-0.054393062,0.287748988,0.145266291,0
-0.257108922,0.861123838,-0.85408972,0.80295139,-1.016872869,1.110670436,1.608726657,-1.703236653,0.91549855,-0.043780958,-1.257535919,-0.002995092,-0.976889476,0.658609896,1.345413286,0.911258546,0.109320718,-0.856312391,-0.07113392,-0.172068187,0.567298833,0.274310119,0.407298694,1.051982505,-0.231318535,-0.042735303,-0.255749091,-0.389403549,0.379763104,0.089265852,0
0.943058758,-0.178232827,-2.53232622,1.433321042,1.515996752,1.290870483,-1.72701751,0.534157969,-0.500346738,1.360279917,0.124263321,-1.285725437,-1.05499191,1.586134858,0.415131887,-0.137456308,-2.007873682,-1.092725204,1.457645415,-1.345258561,0.217437498,-0.566596422,-0.167770166,-0.53335108,-0.086787347,0.630940398,0.293677783,-0.557430097,-0.72594282,-0.120949748,0
-0.29343953,0.515783785,-5.313773842,2.664273998,-4.250707018,0.394707095,-0.391383377,0.68352614,-5.133671002,-7.907789892,0.215474665,-2.297734259,1.961480932,-1.944441128,-0.692558965,-4.346347631,-1.726929233,-1.820404772,-3.746489551,-0.880399311,0.267914552,-2.642901847,8.66466243,-2.716382588,0.483559094,0.079234798,0.31106524,0.555544234,0.176740004,0.362906576,1
0.823028016,0.524160293,0.054682152,1.856499604,-4.075450735,4.10009797,-0.800931346,-0.292501825,-2.317431394,1.189746995,-0.786237924,-3.906745733,2.993488834,-3.61312503,-1.727297129,-7.36463882,-0.343295935,-2.577634726,-0.515302055,1.109107108,2.351151382,0.509558727,0.618247762,0.800932138,0.130016475,0.288945953,-0.366658023,0.030306656,0.431182443,0.110698252,1
-0.279745686,-0.658948061,1.203004211,0.242370898,0.630188701,0.548156711,-0.475745824,-0.772647611,-0.000944192,-0.10135529,-0.307834133,0.087406331,1.754776882,1.403443909,0.717428757,0.344156846,0.259112849,0.415114182,-0.629328514,-0.177740778,0.089986177,-0.054931106,-0.186180189,-0.551596847,0.142854754,0.544676433,0.177693545,0.062693418,-0.029224957,0.012069002,0
-0.29343953,0.89403071,2.132386021,0.70560782,-3.530758736,0.514779311,1.527174698,-1.716268269,1.13279093,-0.574214355,0.128903891,-1.000805052,-0.191190537,-0.32379419,-0.572455951,-1.422063853,0.314684199,-0.387162054,1.734741604,0.610975988,-0.221267208,-0.211167179,0.163739122,0.70391044,-0.245076157,0.460049174,0.920280993,-0.216585742,-0.026218564,-0.025001296,1
-0.29343953,0.113605658,-26.45774465,16.4974719,-30.17731746,8.904156771,-17.89259969,-1.227903881,-31.19732855,-11.43892041,-9.462572605,-22.18708856,4.419996602,-10.59230501,-0.703795804,-3.926207316,-2.400246492,-6.80988994,-12.46231495,-5.501050784,-0.567939573,2.812241109,-8.755698321,3.460893345,0.896537504,0.254835537,-0.738096559,-0.966564234,-7.263482146,-1.324884307,1
2.766855306,0.671600935,-0.288093562,1.059286542,-1.671927634,0.923028049,-0.15333185,-0.378998257,1.883594145,-0.097259522,-1.060790159,-0.02663272,0.227203753,-0.568771016,-2.004192986,1.870989456,0.670487366,-1.708982485,0.742004056,0.966779853,3.248607119,-0.037157315,0.492566966,1.456475431,-0.307581688,-0.281132391,0.113762164,0.158197641,0.024183333,0.052140693,0
-0.195626354,0.731986983,-2.064239752,2.62973923,-0.748406253,0.69499204,0.418177986,1.392519734,-1.697801219,-6.333064612,1.72418428,-0.887241636,-1.594257792,-0.338775118,-0.978064513,-3.688825995,-1.487083423,0.526946021,2.3470229,1.691220005,-0.736110693,-1.4244862,6.215513991,-1.276908596,0.459861127,-1.051685475,0.20917836,-0.319859445,0.015433869,-0.0501165,1
4.164186404,0.677898002,-3.367769574,0.099249443,-6.148487449,3.401955368,0.458306649,-1.571629715,-1.358707981,0.672409369,-3.188001162,-4.93742666,3.723932534,-4.603176149,1.019179552,-6.6190902,-0.590223956,-4.472547557,-7.165044387,-1.581128191,1.930379709,0.264698704,0.861308008,1.249301388,1.850627159,-0.1174712,1.219815396,0.000250619,1.036011383,0.004366755,1
-0.027946622,-0.04674632,1.221273966,-0.403125216,0.322069936,-0.552231882,-0.447774782,0.229832902,-0.616295952,0.298617375,0.499132329,-0.046694082,0.688514435,-0.219414265,-1.559015414,0.588706229,1.114718673,0.788839116,-0.542021875,0.018714818,0.330794107,-0.117930297,-0.195444884,-0.69640239,0.095425411,-0.802750687,-0.130763454,1.237379317,-0.09411135,-0.014332991,0
0.111786488,0.449664587,1.896487243,0.549108431,-0.839111752,3.730144236,0.44411489,-0.389537948,0.345551397,-0.201005078,-1.101002662,1.535004599,-1.149089328,-0.48449693,-0.14791025,0.463092051,-0.239976218,0.880268972,-0.877560704,-0.260585816,-1.79456872,-0.256633786,0.242721851,0.652014114,0.040056801,-0.098880178,0.104137094,0.137721045,-0.049150109,-0.049255805,0
0.950045413,-0.394165815,1.03247355,-0.08849828,0.517177257,0.626342786,-0.624032304,-0.757367604,0.06910033,-0.085057344,-0.213880517,0.066650014,1.638543823,1.040649743,0.044152702,0.501194948,0.345775957,0.459040266,-0.587348669,-0.07518067,0.066528265,0.080155288,-0.140773666,-0.654472303,0.073552423,0.530329123,0.122066857,0.055615728,-0.050358124,0.025913425,0
7.656955216,-0.068374863,0.260455441,-2.265627405,-0.42106927,-0.057681742,-1.489561746,-0.656608438,0.438373272,-0.319886537,-1.165393183,0.524586362,1.181363688,0.840988596,0.309051292,0.321002727,-0.708344639,-1.595228686,0.144714845,1.116236921,-0.432052579,0.66172748,-0.040815756,-0.818012664,-0.490946785,0.616280036,0.175252361,1.001354835,-0.177498741,0.088259732,0
3.465381122,-0.310976398,-1.322789063,1.552768211,-2.276920704,2.992117391,-1.94706392,-0.48028825,-1.362387523,0.953242227,-2.32962886,-3.393553481,3.128439692,-3.570393731,-0.595198191,-3.988415055,0.995905842,-2.843784559,-4.826246116,-0.703883465,2.152214558,0.988493487,0.614968997,-0.195199717,0.590711262,-0.233377664,-0.164285287,-0.277497871,0.428610085,0.246393746,1
0.377279396,0.712273405,1.915035898,0.147070835,-1.616079812,1.184418304,0.445272784,-1.048664956,0.652221897,-0.329791043,-0.331156129,0.49813446,1.073222492,0.890487547,-0.265221311,0.983477588,-0.376611226,-0.171514093,-0.639695305,-0.041355283,-0.209049262,-0.195644221,0.12801327,0.333484582,0.032135134,-0.000574716,0.25351348,-0.618172309,-0.03267182,-0.060379227,0
-0.148955495,0.419542053,-0.683124842,2.711124237,-2.455371733,2.997889536,2.84059288,-0.567289804,1.498712361,0.267204943,-2.822466137,-0.912250068,1.137339694,-0.771053421,-0.012967811,-3.530433474,-1.442380486,2.449778777,2.28091005,2.206721736,-1.887999414,-0.191232313,0.061955888,-0.062181466,-0.125895591,-0.207065229,-0.41879187,-0.122475831,-0.042033917,0.237209797,0
1.713407392,0.429351849,-2.628921995,2.275636371,-3.745369349,1.226948197,-1.132966495,-1.2563531,-1.752419849,0.281736387,-1.792342972,-4.820779414,4.176097623,-4.61900988,0.742689542,-7.636962888,-0.197887605,-4.140395667,-7.604714832,-1.524505397,1.271321931,0.133106475,0.870729582,1.269472789,-0.265494008,-0.480548611,0.169665131,0.096081057,0.070036273,0.063768365,1
-0.29343953,-0.471810054,-0.234922309,0.355412643,1.972182786,-1.255592713,-0.681386509,-0.665731671,0.05911049,-0.003153277,1.122451136,-1.481245861,-0.473852106,0.92218442,0.91351384,-0.499349579,0.933898443,-0.560471963,-0.207706529,0.380541571,0.574335961,-0.003469463,0.22067043,0.912107214,-0.28633768,0.451208247,0.188315252,-0.531845781,0.123184688,0.039580635,1
0.125759799,-0.403611415,1.371992909,-0.945700066,0.959028302,-0.786371203,-1.506712212,-0.077915993,-1.403785746,0.160186456,0.080001326,0.613562071,-1.312922084,-1.59285556,-0.757465079,-0.410932221,1.521467146,2.011004378,-0.278788725,-0.199847049,0.419787084,0.082878992,0.377152549,0.94970734,-0.187099629,-0.446314165,0.374817086,0.01195918,0.044561085,0.025268353,0
-0.27946622,0.678074225,-1.172182919,1.66171287,-3.049637019,2.555058434,3.669034614,-3.162998372,-5.985640116,-2.179935239,-1.120292277,-3.07555831,0.997448763,-3.191914768,-1.514856776,-4.267296067,-0.159553975,-2.916462628,-2.819906111,-1.417230801,0.325194943,0.548106363,-0.812097797,-0.295360726,-5.988806443,0.714380801,-1.600023592,-0.634782934,0.822713228,0.494375178,1
1.327464543,-0.65544708,-1.188662878,0.364417983,2.606518427,0.195836747,0.000395461,1.862473285,0.388495371,0.681965762,-0.106264766,-1.161578652,0.378175483,0.615815482,0.163340974,-0.321959069,1.053874196,-0.932562742,0.670787805,-1.748841583,-2.650857918,-0.007214847,0.38304341,1.152564589,0.019238326,-0.634809274,0.208425195,-0.218116106,0.121059406,0.074171095,0
-0.29343953,-0.45389396,-1.309441346,1.786494949,-1.37107024,1.214335492,-0.336642222,-1.390119865,-1.709109107,0.66774759,-1.6998088,-3.84391104,2.962598791,-3.956045201,-1.539231919,-4.634631393,-0.248403491,-2.058551384,-5.635494004,-0.775271204,-0.239309654,0.253464129,0.533521286,-0.022179953,-0.299555851,-0.226416167,0.364360461,-0.475101785,0.571426304,0.293425837,1
1.089778523,-0.66435226,-27.14367842,15.36580438,-28.40742446,6.370895347,-20.08787757,-4.666313063,-18.70947882,17.90357438,-3.722278738,-8.120961738,4.419943456,-6.210941121,1.063837395,-5.843528381,-0.108836449,-5.606597326,-11.75625561,-4.714946761,0.783577594,1.703887646,1.796826389,-1.960973717,-0.902247452,0.144011442,2.024388039,-0.204214066,1.332153059,0.385890728,1
-0.098511842,-0.539209812,1.267732165,0.037104023,-1.133874269,-0.056906152,2.140415626,3.370828959,-0.456451475,0.808412269,-0.081103853,0.051711082,-0.137019215,0.058766051,0.01464873,0.470587427,1.208476819,0.500470453,-0.976187593,0.278377932,-0.003587081,0.00757279,-0.100542763,-0.43706099,-0.064859669,0.985888849,0.6982495,-0.424548288,0.022870625,0.020742296,0
3.116048348,1.00182098,-3.113831607,0.585864172,-5.399730211,1.817092473,-0.840618466,-2.943547791,-2.20800192,1.058732677,-1.63233335,-5.245983838,1.933519537,-5.030464797,-1.127454575,-6.416627976,0.141237234,-2.549498236,-4.614717069,-1.478137941,-0.035480366,0.30627074,0.583275999,-0.269208638,-0.456107773,-0.18365913,-0.328167759,0.60611581,0.88487554,-0.253700319,1
0.251519598,0.475898448,-0.769171692,1.342212256,-2.171454137,-0.1515133,-0.648374467,-0.973504253,-1.706657654,0.313744517,-1.982301847,-3.158127006,1.341571722,-3.29947237,1.247647374,-6.393372843,-0.053204802,-3.258046341,-3.348896098,0.217330714,-0.917407955,-0.102294252,-0.036122295,-0.753591203,-0.047113397,0.358492768,-0.287406816,0.476505957,0.250530561,0.250987223,1
